RM1120200.012
Embrapa_ 02/02/2011 00:00:28 02/02/2011 00:01:29 0100 -060.0 -002.9 -90 00 30.0 1013.0
0000600 0010 0000600 0010 05
1 0 1 04000 1 0960 7.50 00355.o 0 0 00 000 12 000600 0.500 BT0
1 1 1 04000 1 0960 7.50 00355.o 0 0 00 000 00 000600 3.1746 BC0
1 0 2 04000 1 0990 7.50 00387.o 0 0 00 000 12 000600 0.020 BT1
1 1 2 04000 1 0990 7.50 00387.o 0 0 00 000 00 000600 3.1746 BC1
1 1 2 04000 1 0990 7.50 00408.o 0 0 00 000 00 000600 3.1746 BC2
355.000 .o analog 0 	355.000 .o photon 0 	387.000 .o analog 1 	387.000 .o photon 1 	408.000 .o photon 2 
  1.6256	  0.0000	  2.0005	  0.0000	  0.0000
  1.6339	  0.0000	  2.0007	  0.0000	  0.0000
  1.6347	  0.0000	  2.0010	  0.0000	  0.0000
  1.6270	  0.0000	  2.0011	  0.0000	  0.0000
  1.6317	  0.0000	  2.0011	  0.0000	  0.0000
  1.6347	  0.0000	  2.0004	  0.0000	  0.0000
  1.6260	  0.0000	  2.0002	  0.0333	  0.0000
  1.6302	  0.0000	  2.0010	  0.0000	  0.0000
  1.6270	  0.0000	  2.0006	  0.0000	  0.0000
  1.6317	  0.0000	  2.0011	  0.0000	  0.0000
  1.6286	  0.0000	  2.0012	  0.0000	  0.0000
  1.6256	  0.0000	  2.0012	  0.0000	  0.0000
  1.6302	  0.0000	  2.0011	  0.0333	  0.0000
  1.6302	  0.0000	  2.0004	  0.0000	  0.0000
  1.6325	  0.0000	  2.0021	  0.0000	  0.0000
  1.6256	  0.0000	  2.0014	  0.0000	  0.0000
  1.6256	  0.0000	  2.0018	  0.0000	  0.0000
  1.6282	  0.0000	  2.0007	  0.0000	  0.0000
  1.6319	  0.0000	  2.0006	  0.0000	  0.0000
  1.6305	  0.0000	  2.0010	  0.0000	  0.0000
  1.6276	  0.0000	  2.0007	  0.0000	  0.0000
  1.6270	  0.0000	  2.0010	  0.0000	  0.0000
  1.6286	  0.0000	  2.0018	  0.0000	  0.0000
  1.6258	  0.0000	  2.0002	  0.0000	  0.0000
  1.6264	  0.0000	  2.0003	  0.0000	  0.0000
  1.6282	  0.0000	  2.0006	  0.0000	  0.0000
  1.6282	  0.0000	  2.0005	  0.0000	  0.0000
  1.6280	  0.0000	  2.0009	  0.0000	  0.0000
  1.6333	  0.0000	  2.0009	  0.0000	  0.0000
  1.6290	  0.0000	  2.0014	  0.0000	  0.0000
  1.6355	  0.0000	  2.0007	  0.0000	  0.0000
  1.6286	  0.0000	  2.0005	  0.0000	  0.0000
  1.6345	  0.0000	  2.0006	  0.0000	  0.0000
  1.6300	  0.0000	  2.0006	  0.0000	  0.0000
  1.6235	  0.0000	  2.0001	  0.0000	  0.0333
  1.6266	  0.0000	  2.0007	  0.0000	  0.0000
  1.6266	  0.0000	  2.0005	  0.0000	  0.0000
  1.6274	  0.0000	  2.0003	  0.0000	  0.0000
  1.6248	  0.0000	  2.0004	  0.0000	  0.0000
  1.6235	  0.0000	  2.0011	  0.0000	  0.0000
  1.6296	  0.0000	  2.0007	  0.0000	  0.0000
  1.6370	  0.0000	  2.0004	  0.0000	  0.0000
  1.6284	  0.0000	  2.0006	  0.0333	  0.0000
  1.6286	  0.0000	  2.0013	  0.0000	  0.0000
  1.6284	  0.0000	  2.0001	  0.0000	  0.0000
  1.6323	  0.0000	  2.0012	  0.0000	  0.0000
  1.6280	  0.0000	  2.0015	  0.0000	  0.0000
  1.6272	  0.0000	  2.0017	  0.0000	  0.0000
  1.6315	  0.0000	  2.0006	  0.0000	  0.0000
  1.6317	  0.0000	  2.0002	  0.0000	  0.0000
  1.6211	  0.0000	  2.0005	  0.0000	  0.0000
  1.6237	  0.0000	  2.0013	  0.0000	  0.0000
  1.6266	  0.0000	  2.0015	  0.0000	  0.0000
  1.6290	  0.0000	  2.0005	  0.0000	  0.0000
  1.6268	  0.0000	  2.0004	  0.0000	  0.0000
  1.6319	  0.0000	  2.0010	  0.0000	  0.0000
  1.6246	  0.0000	  1.9998	  0.0000	  0.0000
  1.6266	  0.0000	  2.0009	  0.0000	  0.0000
  1.6229	  0.0000	  2.0006	  0.0000	  0.0000
  1.6290	  0.0000	  2.0017	  0.0000	  0.0000
  1.6262	  0.0000	  2.0012	  0.0000	  0.0000
  1.6309	  0.0000	  2.0006	  0.0000	  0.0000
  1.6284	  0.0000	  2.0009	  0.0000	  0.0000
  1.6284	  0.0000	  2.0011	  0.0000	  0.0000
  1.6246	  0.0000	  2.0007	  0.0000	  0.0000
  1.6254	  0.0000	  2.0009	  0.0000	  0.0000
  1.6258	  0.0000	  2.0002	  0.0000	  0.0000
  1.6268	  0.0000	  2.0001	  0.0000	  0.0000
  1.6278	  0.0000	  2.0002	  0.0000	  0.0000
  1.6323	  0.0000	  2.0009	  0.0000	  0.0000
  1.6274	  0.0000	  2.0020	  0.0000	  0.0000
  1.6239	  0.0000	  2.0006	  0.0000	  0.0000
  1.6296	  0.0000	  2.0010	  0.0000	  0.0000
  1.6317	  0.0000	  2.0004	  0.0000	  0.0000
  1.6329	  0.0000	  2.0002	  0.0000	  0.0000
  1.6313	  0.0000	  2.0009	  0.0000	  0.0000
  1.6309	  0.0000	  2.0007	  0.0000	  0.0000
  1.6266	  0.0000	  2.0008	  0.0000	  0.0000
  1.6313	  0.0000	  2.0024	  0.0000	  0.0000
  1.6329	  0.0000	  2.0016	  0.0000	  0.0000
  1.6335	  0.0000	  2.0003	  0.0000	  0.0000
  1.6264	  0.0000	  2.0013	  0.0000	  0.0000
  1.6278	  0.0000	  2.0000	  0.0000	  0.0000
  1.6294	  0.0000	  1.9990	  0.0000	  0.0000
  1.6302	  0.0000	  2.0001	  0.0000	  0.0000
  1.6364	  0.0000	  2.0009	  0.0000	  0.0000
  1.6349	  0.0000	  2.0012	  0.0000	  0.0000
  1.6264	  0.0000	  2.0001	  0.0000	  0.0000
  1.6347	  0.0000	  2.0006	  0.0000	  0.0000
  1.6282	  0.0000	  2.0012	  0.0000	  0.0000
  1.6307	  0.0000	  1.9999	  0.0000	  0.0000
  1.6319	  0.0000	  2.0011	  0.0000	  0.0000
  1.6353	  0.0000	  2.0009	  0.0000	  0.0000
  1.6274	  0.0000	  2.0007	  0.0000	  0.0000
  1.6288	  0.0000	  2.0005	  0.0000	  0.0000
  1.6341	  0.0000	  2.0003	  0.0000	  0.0000
  1.6260	  0.0000	  2.0013	  0.0000	  0.0000
  1.6337	  0.0000	  2.0010	  0.0000	  0.0000
  1.6254	  0.0000	  2.0016	  0.0000	  0.0000
  1.6290	  0.0000	  2.0013	  0.0000	  0.0000
  1.6323	  0.0000	  2.0000	  0.0000	  0.0000
  1.6331	  0.0000	  2.0013	  0.0000	  0.0000
  1.6311	  0.0000	  2.0010	  0.0000	  0.0000
  1.6246	  0.0000	  2.0006	  0.0000	  0.0000
  1.6317	  0.0000	  2.0011	  0.0000	  0.0000
  1.6292	  0.0000	  2.0002	  0.0000	  0.0000
  1.6327	  0.0000	  2.0006	  0.0333	  0.0000
  1.6260	  0.0000	  2.0006	  0.0333	  0.0000
  1.6252	  0.0000	  2.0000	  0.0000	  0.0000
  1.6323	  0.0000	  2.0007	  0.0000	  0.0000
  1.6343	  0.0000	  2.0004	  0.0000	  0.0000
  1.6276	  0.0000	  2.0002	  0.0000	  0.0000
  1.6262	  0.0000	  2.0002	  0.0000	  0.0000
  1.6280	  0.0000	  1.9998	  0.0000	  0.0000
  1.6302	  0.0333	  2.0008	  0.0000	  0.0000
  1.6280	  0.0000	  2.0013	  0.0000	  0.0000
  1.6305	  0.0000	  2.0010	  0.0000	  0.0000
  1.6264	  0.0000	  2.0017	  0.0000	  0.0000
  1.6313	  0.0000	  2.0014	  0.0000	  0.0333
  1.6331	  0.0000	  2.0005	  0.0000	  0.0000
  1.6349	  0.0000	  2.0012	  0.0000	  0.0000
  1.6333	  0.0000	  2.0007	  0.0000	  0.0000
  1.6288	  0.0000	  2.0008	  0.0000	  0.0000
  1.6278	  0.0000	  2.0005	  0.0000	  0.0000
  1.6239	  0.0000	  2.0003	  0.0000	  0.0000
  1.6343	  0.0000	  2.0003	  0.0000	  0.0000
  1.6274	  0.0000	  2.0006	  0.0000	  0.0000
  1.6300	  0.0000	  2.0015	  0.0000	  0.0000
  1.6286	  0.0000	  2.0013	  0.0000	  0.0000
  1.6323	  0.0000	  2.0013	  0.0000	  0.0000
  1.6266	  0.0000	  2.0009	  0.0000	  0.0000
  1.6284	  0.0000	  2.0007	  0.0000	  0.0000
  1.6290	  0.0000	  2.0008	  0.0000	  0.0000
  1.6286	  0.0000	  2.0010	  0.0000	  0.0000
  1.6288	  0.0000	  2.0003	  0.0000	  0.0000
  1.6256	  0.0000	  2.0009	  0.0000	  0.0000
  1.6378	  0.0000	  2.0006	  0.0000	  0.0000
  1.6294	  0.0000	  2.0006	  0.0000	  0.0000
  1.6282	  0.0000	  2.0011	  0.0000	  0.0000
  1.6339	  0.0000	  2.0013	  0.0000	  0.0000
  1.6256	  0.0000	  2.0002	  0.0000	  0.0000
  1.6258	  0.0000	  2.0005	  0.0000	  0.0000
  1.6258	  0.0000	  2.0009	  0.0000	  0.0000
  1.6260	  0.0000	  2.0006	  0.0000	  0.0000
  1.6262	  0.0000	  1.9998	  0.0000	  0.0000
  1.6329	  0.0000	  2.0008	  0.0000	  0.0000
  1.6213	  0.0000	  2.0013	  0.0000	  0.0000
  1.6343	  0.0000	  2.0009	  0.0000	  0.0000
  1.6311	  0.0000	  2.0015	  0.0000	  0.0000
  1.6309	  0.0000	  2.0012	  0.0000	  0.0000
  1.6258	  0.0000	  2.0009	  0.0000	  0.0000
  1.6311	  0.0000	  2.0014	  0.0000	  0.0000
  1.6307	  0.0000	  2.0010	  0.0000	  0.0000
  1.6270	  0.0000	  2.0014	  0.0000	  0.0000
  1.6327	  0.0000	  2.0017	  0.0000	  0.0000
  1.6250	  0.0000	  2.0011	  0.0000	  0.0000
  1.6284	  0.0000	  2.0009	  0.0000	  0.0000
  1.6345	  0.0000	  2.0015	  0.0000	  0.0000
  1.6270	  0.0000	  2.0016	  0.0000	  0.0000
  1.6315	  0.0000	  2.0012	  0.0000	  0.0000
  1.6258	  0.0000	  2.0000	  0.0000	  0.0000
  1.6288	  0.0000	  2.0009	  0.0000	  0.0000
  1.6288	  0.0000	  2.0007	  0.0000	  0.0000
  1.6305	  0.0000	  2.0010	  0.0000	  0.0000
  1.6296	  0.0000	  2.0011	  0.0000	  0.0000
  1.6311	  0.0000	  2.0007	  0.0000	  0.0000
  1.6272	  0.0000	  2.0012	  0.0000	  0.0000
  1.6337	  0.0000	  2.0008	  0.0000	  0.0000
  1.6288	  0.0000	  2.0008	  0.0000	  0.0000
  1.6335	  0.0000	  2.0010	  0.0000	  0.0000
  1.6305	  0.0333	  2.0002	  0.0000	  0.0000
  1.6223	  0.0000	  2.0003	  0.0000	  0.0000
  1.6280	  0.0000	  2.0008	  0.0000	  0.0000
  1.6319	  0.0000	  2.0001	  0.0000	  0.0000
  1.6294	  0.0000	  2.0005	  0.0000	  0.0000
  1.6325	  0.0000	  2.0009	  0.0000	  0.0000
  1.6266	  0.0000	  2.0014	  0.0000	  0.0000
  1.6319	  0.0000	  2.0004	  0.0000	  0.0000
  1.6276	  0.0000	  2.0012	  0.0000	  0.0000
  1.6274	  0.0000	  2.0015	  0.0000	  0.0000
  1.6239	  0.0000	  2.0009	  0.0000	  0.0000
  1.6274	  0.0000	  2.0008	  0.0000	  0.0000
  1.6307	  0.0000	  2.0003	  0.0000	  0.0000
  1.6305	  0.0000	  2.0012	  0.0000	  0.0000
  1.6286	  0.0000	  2.0008	  0.0000	  0.0000
  1.6359	  0.0000	  2.0014	  0.0000	  0.0000
  1.6327	  0.0000	  2.0009	  0.0000	  0.0000
  1.6315	  0.0000	  2.0010	  0.0000	  0.0000
  1.6264	  0.0000	  2.0002	  0.0000	  0.0000
  1.6323	  0.0000	  2.0012	  0.0000	  0.0000
  1.6280	  0.0000	  2.0007	  0.0000	  0.0000
  1.6243	  0.0000	  1.9998	  0.0000	  0.0000
  1.6270	  0.0000	  2.0013	  0.0000	  0.0000
  1.6353	  0.0000	  2.0006	  0.0000	  0.0000
  1.6325	  0.0000	  2.0017	  0.0000	  0.0000
  1.6282	  0.0000	  2.0015	  0.0000	  0.0000
  1.6270	  0.0000	  1.9997	  0.0000	  0.0000
  1.6300	  0.0000	  2.0005	  0.0000	  0.0000
  1.6311	  0.0000	  2.0008	  0.0000	  0.0000
  1.6323	  0.0000	  2.0005	  0.0000	  0.0000
  1.6298	  0.0000	  2.0009	  0.0000	  0.0000
  1.6280	  0.0000	  2.0008	  0.0000	  0.0000
  1.6294	  0.0000	  2.0017	  0.0000	  0.0000
  1.6296	  0.0000	  2.0021	  0.0000	  0.0000
  1.6276	  0.0000	  2.0024	  0.0000	  0.0000
  1.6276	  0.0000	  2.0005	  0.0000	  0.0000
  1.6274	  0.0000	  2.0002	  0.0000	  0.0000
  1.6256	  0.0000	  2.0013	  0.0000	  0.0000
  1.6311	  0.0000	  2.0004	  0.0000	  0.0000
  1.6276	  0.0000	  2.0006	  0.0000	  0.0000
  1.6300	  0.0000	  2.0014	  0.0000	  0.0000
  1.6298	  0.0000	  2.0010	  0.0000	  0.0000
  1.6335	  0.0000	  2.0002	  0.0000	  0.0000
  1.6349	  0.0000	  2.0002	  0.0000	  0.0000
  1.6256	  0.0000	  2.0003	  0.0000	  0.0000
  1.6353	  0.0000	  2.0011	  0.0000	  0.0333
  1.6280	  0.0000	  2.0008	  0.0000	  0.0000
  1.6278	  0.0000	  2.0011	  0.0000	  0.0000
  1.6278	  0.0000	  2.0017	  0.0000	  0.0000
  1.6302	  0.0000	  2.0014	  0.0000	  0.0000
  1.6294	  0.0000	  2.0010	  0.0000	  0.0000
  1.6315	  0.0000	  2.0000	  0.0000	  0.0000
  1.6355	  0.0000	  2.0013	  0.0000	  0.0000
  1.6274	  0.0000	  2.0014	  0.0000	  0.0000
  1.6351	  0.0000	  2.0014	  0.0000	  0.0000
  1.6270	  0.0000	  2.0006	  0.0000	  0.0000
  1.6276	  0.0000	  1.9998	  0.0000	  0.0000
  1.6296	  0.0000	  2.0008	  0.0000	  0.0000
  1.6339	  0.0000	  2.0011	  0.0000	  0.0000
  1.6282	  0.0000	  2.0004	  0.0000	  0.0000
  1.6298	  0.0000	  2.0013	  0.0000	  0.0000
  1.6294	  0.0000	  2.0006	  0.0000	  0.0000
  1.6325	  0.0000	  2.0019	  0.0000	  0.0000
  1.6266	  0.0000	  2.0014	  0.0000	  0.0000
  1.6282	  0.0000	  2.0010	  0.0000	  0.0000
  1.6359	  0.0000	  2.0007	  0.0000	  0.0000
  1.6309	  0.0000	  1.9993	  0.0000	  0.0000
  1.6296	  0.0000	  2.0002	  0.0000	  0.0000
  1.6321	  0.0000	  2.0015	  0.0000	  0.0000
  1.6335	  0.0000	  2.0009	  0.0000	  0.0000
  1.6268	  0.0000	  2.0011	  0.0000	  0.0000
  1.6307	  0.0000	  2.0007	  0.0000	  0.0333
  1.6335	  0.0000	  2.0006	  0.0000	  0.0000
  1.6309	  0.0000	  2.0010	  0.0000	  0.0000
  1.6313	  0.0000	  2.0005	  0.0000	  0.0000
  1.6313	  0.0000	  2.0002	  0.0000	  0.0000
  1.6262	  0.0000	  2.0008	  0.0000	  0.0000
  1.6317	  0.0000	  2.0014	  0.0000	  0.0000
  1.6286	  0.0000	  2.0013	  0.0000	  0.0000
  1.6315	  0.0000	  2.0007	  0.0000	  0.0000
  1.6327	  0.0000	  2.0004	  0.0000	  0.0000
  1.6309	  0.0000	  2.0007	  0.0000	  0.0000
  1.6302	  0.0000	  2.0015	  0.0000	  0.0000
  1.6292	  0.0000	  2.0011	  0.0000	  0.0000
  1.6260	  0.0000	  2.0013	  0.0000	  0.0000
  1.6343	  0.0000	  2.0014	  0.0000	  0.0000
  1.6284	  0.0000	  2.0004	  0.0000	  0.0000
  1.6252	  0.0000	  2.0011	  0.0000	  0.0000
  1.6274	  0.0000	  2.0005	  0.0000	  0.0000
  1.6298	  0.0000	  2.0013	  0.0000	  0.0000
  1.6339	  0.0000	  2.0016	  0.0000	  0.0000
  1.6294	  0.0000	  2.0015	  0.0000	  0.0000
  1.6284	  0.0000	  2.0014	  0.0000	  0.0000
  1.6294	  0.0000	  2.0007	  0.0000	  0.0000
  1.6331	  0.0000	  2.0014	  0.0000	  0.0000
  1.6282	  0.0000	  2.0008	  0.0333	  0.0000
  1.6286	  0.0000	  2.0010	  0.0000	  0.0000
  1.6268	  0.0000	  2.0010	  0.0000	  0.0000
  1.6294	  0.0000	  2.0007	  0.0000	  0.0000
  1.6298	  0.0000	  2.0013	  0.0000	  0.0000
  1.6302	  0.0000	  2.0007	  0.0000	  0.0000
  1.6270	  0.0000	  2.0006	  0.0000	  0.0000
  1.6337	  0.0000	  2.0014	  0.0000	  0.0000
  1.6262	  0.0000	  2.0006	  0.0000	  0.0000
  1.6300	  0.0000	  2.0015	  0.0000	  0.0000
  1.6268	  0.0000	  2.0014	  0.0000	  0.0000
  1.6298	  0.0000	  2.0006	  0.0000	  0.0000
  1.6270	  0.0000	  2.0008	  0.0000	  0.0000
  1.6305	  0.0000	  2.0008	  0.0000	  0.0000
  1.6268	  0.0000	  2.0012	  0.0000	  0.0000
  1.6278	  0.0000	  2.0009	  0.0000	  0.0000
  1.6294	  0.0000	  2.0008	  0.0000	  0.0000
  1.6329	  0.0000	  2.0005	  0.0000	  0.0000
  1.6309	  0.0000	  2.0001	  0.0000	  0.0000
  1.6323	  0.0000	  2.0012	  0.0000	  0.0000
  1.6302	  0.0000	  2.0014	  0.0000	  0.0000
  1.6311	  0.0000	  1.9999	  0.0000	  0.0000
  1.6260	  0.0000	  2.0011	  0.0000	  0.0000
  1.6325	  0.0000	  2.0011	  0.0000	  0.0333
  1.6274	  0.0000	  2.0017	  0.0000	  0.0000
  1.6300	  0.0000	  2.0012	  0.0000	  0.0000
  1.6288	  0.0000	  2.0007	  0.0000	  0.0000
  1.6292	  0.0000	  2.0004	  0.0000	  0.0000
  1.6319	  0.0000	  2.0001	  0.0000	  0.0000
  1.6274	  0.0000	  2.0015	  0.0000	  0.0000
  1.6313	  0.0000	  2.0020	  0.0000	  0.0000
  1.6372	  0.0000	  2.0012	  0.0000	  0.0000
  1.6288	  0.0000	  2.0010	  0.0000	  0.0000
  1.6260	  0.0000	  2.0008	  0.0000	  0.0000
  1.6274	  0.0000	  2.0012	  0.0000	  0.0333
  1.6331	  0.0000	  2.0013	  0.0000	  0.0000
  1.6292	  0.0000	  2.0014	  0.0000	  0.0000
  1.6313	  0.0000	  2.0010	  0.0000	  0.0000
  1.6274	  0.0000	  2.0004	  0.0000	  0.0000
  1.6278	  0.0000	  2.0010	  0.0000	  0.0000
  1.6319	  0.0000	  2.0010	  0.0000	  0.0000
  1.6274	  0.0000	  2.0008	  0.0000	  0.0000
  1.6278	  0.0000	  2.0008	  0.0000	  0.0000
  1.6302	  0.0000	  2.0014	  0.0000	  0.0000
  1.6254	  0.0000	  2.0017	  0.0000	  0.0000
  1.6286	  0.0000	  2.0012	  0.0000	  0.0000
  1.6266	  0.0000	  2.0015	  0.0000	  0.0000
  1.6311	  0.0000	  2.0009	  0.0000	  0.0000
  1.6317	  0.0000	  2.0013	  0.0000	  0.0000
  1.6282	  0.0000	  1.9999	  0.0000	  0.0000
  1.6351	  0.0000	  2.0002	  0.0000	  0.0000
  1.6300	  0.0000	  2.0013	  0.0000	  0.0000
  1.6351	  0.0000	  2.0009	  0.0000	  0.0000
  1.6313	  0.0000	  2.0014	  0.0000	  0.0000
  1.6323	  0.0000	  2.0012	  0.0000	  0.0000
  1.6325	  0.0000	  2.0000	  0.0000	  0.0000
  1.6341	  0.0000	  2.0005	  0.0000	  0.0000
  1.6309	  0.0000	  2.0006	  0.0000	  0.0000
  1.6333	  0.0000	  2.0017	  0.0000	  0.0000
  1.6280	  0.0000	  2.0009	  0.0000	  0.0000
  1.6270	  0.0000	  2.0011	  0.0000	  0.0000
  1.6264	  0.0000	  2.0013	  0.0000	  0.0000
  1.6282	  0.0000	  2.0015	  0.0000	  0.0000
  1.6349	  0.0000	  2.0009	  0.0000	  0.0000
  1.6284	  0.0000	  2.0006	  0.0000	  0.0000
  1.6296	  0.0000	  2.0007	  0.0000	  0.0000
  1.6341	  0.0000	  2.0011	  0.0000	  0.0000
  1.6270	  0.0000	  1.9997	  0.0000	  0.0000
  1.6309	  0.0000	  2.0013	  0.0000	  0.0000
  1.6294	  0.0000	  2.0011	  0.0000	  0.0000
  1.6359	  0.0000	  2.0015	  0.0000	  0.0000
  1.6309	  0.0000	  2.0010	  0.0000	  0.0000
  1.6351	  0.0000	  2.0013	  0.0000	  0.0000
  1.6290	  0.0000	  2.0021	  0.0000	  0.0000
  1.6264	  0.0000	  2.0013	  0.0000	  0.0000
  1.6292	  0.0000	  2.0011	  0.0000	  0.0000
  1.6260	  0.0000	  1.9997	  0.0000	  0.0000
  1.6345	  0.0000	  2.0013	  0.0000	  0.0000
  1.6370	  0.0000	  2.0006	  0.0000	  0.0000
  1.6307	  0.0000	  2.0011	  0.0000	  0.0000
  1.6302	  0.0000	  2.0016	  0.0000	  0.0000
  1.6268	  0.0000	  2.0004	  0.0000	  0.0000
  1.6319	  0.0000	  2.0012	  0.0000	  0.0000
  1.6278	  0.0000	  2.0014	  0.0000	  0.0000
  1.6372	  0.0000	  2.0009	  0.0000	  0.0000
  1.6282	  0.0000	  2.0020	  0.0000	  0.0000
  1.6319	  0.0000	  2.0008	  0.0000	  0.0000
  1.6361	  0.0000	  2.0003	  0.0000	  0.0000
  1.6309	  0.0000	  2.0019	  0.0000	  0.0000
  1.6282	  0.0000	  2.0012	  0.0000	  0.0000
  1.6311	  0.0000	  2.0017	  0.0000	  0.0000
  1.6278	  0.0000	  2.0012	  0.0000	  0.0000
  1.6294	  0.0000	  2.0012	  0.0000	  0.0000
  1.6333	  0.0000	  2.0003	  0.0000	  0.0000
  1.6305	  0.0000	  2.0005	  0.0000	  0.0000
  1.6331	  0.0000	  2.0012	  0.0000	  0.0000
  1.6331	  0.0000	  2.0006	  0.0000	  0.0000
  1.6235	  0.0000	  2.0019	  0.0000	  0.0333
  1.6315	  0.0000	  2.0015	  0.0000	  0.0000
  1.6294	  0.0000	  2.0014	  0.0000	  0.0000
  1.6290	  0.0000	  2.0015	  0.0000	  0.0000
  1.6329	  0.0000	  2.0007	  0.0000	  0.0000
  1.6282	  0.0000	  2.0005	  0.0000	  0.0000
  1.6331	  0.0000	  2.0002	  0.0000	  0.0000
  1.6305	  0.0000	  2.0021	  0.0000	  0.0000
  1.6305	  0.0000	  2.0021	  0.0000	  0.0000
  1.6315	  0.0000	  2.0011	  0.0000	  0.0000
  1.6262	  0.0000	  2.0006	  0.0000	  0.0000
  1.6300	  0.0000	  2.0009	  0.0000	  0.0000
  1.6288	  0.0000	  2.0010	  0.0000	  0.0000
  1.6229	  0.0000	  2.0018	  0.0000	  0.0000
  1.6307	  0.0000	  2.0021	  0.0000	  0.0000
  1.6343	  0.0000	  2.0012	  0.0000	  0.0000
  1.6278	  0.0000	  2.0002	  0.0000	  0.0000
  1.6325	  0.0000	  2.0006	  0.0000	  0.0000
  1.6302	  0.0000	  2.0009	  0.0000	  0.0000
  1.6351	  0.0000	  2.0022	  0.0000	  0.0000
  1.6327	  0.0000	  2.0011	  0.0000	  0.0000
  1.6307	  0.0000	  2.0005	  0.0000	  0.0000
  1.6307	  0.0000	  2.0013	  0.0000	  0.0000
  1.6294	  0.0000	  2.0011	  0.0000	  0.0000
  1.6254	  0.0000	  2.0006	  0.0000	  0.0000
  1.6305	  0.0000	  2.0013	  0.0000	  0.0000
  1.6300	  0.0000	  2.0017	  0.0000	  0.0000
  1.6290	  0.0000	  2.0015	  0.0000	  0.0000
  1.6317	  0.0000	  2.0014	  0.0000	  0.0000
  1.6323	  0.0000	  2.0014	  0.0000	  0.0000
  1.6223	  0.0000	  2.0009	  0.0000	  0.0000
  1.6325	  0.0000	  2.0005	  0.0000	  0.0000
  1.6276	  0.0000	  2.0009	  0.0000	  0.0000
  1.6250	  0.0333	  2.0011	  0.0000	  0.0000
  1.6260	  0.0000	  2.0012	  0.0000	  0.0000
  1.6341	  0.0000	  2.0011	  0.0000	  0.0000
  1.6262	  0.0000	  2.0005	  0.0000	  0.0000
  1.6313	  0.0000	  2.0009	  0.0000	  0.0000
  1.6317	  0.0000	  2.0013	  0.0000	  0.0000
  1.6229	  0.0000	  2.0009	  0.0000	  0.0000
  1.6284	  0.0000	  2.0007	  0.0000	  0.0000
  1.6309	  0.0000	  2.0000	  0.0000	  0.0000
  1.6307	  0.0000	  2.0011	  0.0000	  0.0000
  1.6272	  0.0000	  2.0016	  0.0000	  0.0000
  1.6357	  0.0000	  2.0010	  0.0000	  0.0000
  1.6343	  0.0000	  2.0003	  0.0000	  0.0000
  1.6347	  0.0000	  2.0004	  0.0000	  0.0000
  1.6217	  0.0000	  2.0007	  0.0000	  0.0000
  1.6258	  0.0000	  2.0011	  0.0000	  0.0000
  1.6276	  0.0000	  2.0022	  0.0000	  0.0000
  1.6311	  0.0000	  2.0004	  0.0000	  0.0000
  1.6353	  0.0000	  2.0004	  0.0000	  0.0000
  1.6300	  0.0000	  2.0011	  0.0000	  0.0000
  1.6282	  0.0000	  2.0017	  0.0000	  0.0333
  1.6339	  0.0000	  2.0009	  0.0000	  0.0000
  1.6280	  0.0000	  2.0012	  0.0000	  0.0000
  1.6278	  0.0000	  2.0015	  0.0333	  0.0000
  1.6302	  0.0000	  2.0011	  0.0000	  0.0000
  1.6280	  0.0000	  2.0012	  0.0000	  0.0000
  1.6351	  0.0000	  2.0006	  0.0000	  0.0000
  1.6288	  0.0000	  2.0014	  0.0000	  0.0000
  1.6309	  0.0000	  2.0007	  0.0000	  0.0000
  1.6246	  0.0000	  2.0001	  0.0000	  0.0000
  1.6294	  0.0000	  2.0010	  0.0000	  0.0000
  1.6315	  0.0000	  2.0011	  0.0000	  0.0000
  1.6331	  0.0000	  2.0010	  0.0000	  0.0000
  1.6246	  0.0000	  2.0009	  0.0000	  0.0000
  1.6294	  0.0000	  2.0004	  0.0000	  0.0333
  1.6317	  0.0000	  2.0002	  0.0000	  0.0000
  1.6319	  0.0000	  2.0003	  0.0000	  0.0000
  1.6246	  0.0000	  2.0012	  0.0000	  0.0000
  1.6260	  0.0000	  2.0008	  0.0000	  0.0000
  1.6270	  0.0000	  2.0007	  0.0000	  0.0000
  1.6296	  0.0000	  2.0015	  0.0000	  0.0000
  1.6325	  0.0000	  2.0007	  0.0000	  0.0000
  1.6294	  0.0000	  2.0013	  0.0000	  0.0000
  1.6331	  0.0000	  2.0008	  0.0000	  0.0000
  1.6311	  0.0000	  2.0013	  0.0000	  0.0000
  1.6355	  0.0000	  2.0017	  0.0000	  0.0000
  1.6341	  0.0000	  2.0003	  0.0000	  0.0000
  1.6329	  0.0000	  2.0027	  0.0000	  0.0000
  1.6309	  0.0000	  2.0016	  0.0000	  0.0000
  1.6298	  0.0000	  2.0016	  0.0000	  0.0000
  1.6284	  0.0000	  2.0017	  0.0000	  0.0000
  1.6243	  0.0000	  2.0014	  0.0000	  0.0000
  1.6252	  0.0000	  2.0010	  0.0000	  0.0000
  1.6292	  0.0000	  2.0017	  0.0000	  0.0000
  1.6276	  0.0000	  2.0013	  0.0000	  0.0000
  1.6309	  0.0000	  2.0012	  0.0000	  0.0000
  1.6280	  0.0000	  2.0018	  0.0000	  0.0000
  1.6280	  0.0000	  2.0015	  0.0000	  0.0000
  1.6313	  0.0000	  2.0013	  0.0000	  0.0000
